"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_per_40","obpm","dbpm","bpm","games","school_link","conf_link","Year"
"LJ Peak",21.3259132420091,"Guard-Forward","2014-15",25.3,2.8,7,2.2,4.9,0.5,2.1,1.8,2.6,2.3,1,0.8,0.4,1.3,2,7.9,3.96,11.1,3.15,7.8,0.72,3.3,2.61,4.2,3.24,1.35,1.17,0.54,1.89,2.88,12.5,6.8,17.2,0.394,5.5,12,0.457,1.3,5.1,0.246,4.5,6.5,0.701,5.6,2.4,2.1,0.9,3.3,5,19.3,97.7,104.9,834,11.1,0.477,0.431,0.299,0.377,246,3.6,7.2,5.5,7.9,2.1,1.7,13.9,20.1,0.6,0.9,1.4,0.069,-0.1,1.3,1.2,33,"http://www.sports-reference.com/cbb/schools/georgetown/2015.html","http://www.sports-reference.com/cbb/conferences/big-east/2015.html",2015
"LJ Peak",21.3259132420091,"Guard-Forward","2015-16",25,4.1,8.4,3,5.6,1.2,2.8,2.9,3.8,3.3,1.7,0.8,0.6,1.7,3.5,12.3,5.94,13.4,4.32,8.9,1.62,4.5,4.14,6.1,4.68,2.43,1.08,0.9,2.52,5.04,19.7,9.6,19.5,0.491,6.9,12.9,0.533,2.7,6.5,0.409,6.7,8.8,0.76,7.6,3.9,1.8,1.5,4,8.2,28.5,113.2,105,824,18.9,0.602,0.56,0.336,0.451,367,3.3,11.4,7.5,15.1,1.8,2.7,14.5,24.2,2,1,2.9,0.142,3.8,1.5,5.3,33,"http://www.sports-reference.com/cbb/schools/georgetown/2016.html","http://www.sports-reference.com/cbb/conferences/big-east/2016.html",2016
"LJ Peak",21.3259132420091,"Guard-Forward","2016-17",33.1,5.1,10.8,4.1,7.6,1.1,3.2,4.6,5.7,3.8,3.5,1,0.4,2.7,2.8,16,5.58,13.1,4.41,9.2,1.17,3.8,5.04,6.9,4.14,3.78,1.08,0.45,2.97,3.06,19.3,8.8,18.6,0.475,7,13.2,0.532,1.8,5.5,0.337,8,9.9,0.809,6.6,6,1.8,0.7,4.7,4.8,27.5,112.8,105.5,1025,19.1,0.59,0.524,0.293,0.531,488,3.7,9.3,6.7,22.4,1.8,1.2,16.8,24.8,2.5,1.1,3.7,0.144,4.5,1.8,6.3,31,"http://www.sports-reference.com/cbb/schools/georgetown/2017.html","http://www.sports-reference.com/cbb/conferences/big-east/2017.html",2017
"Chimezie Metu",20.1945205479452,"Forward","2015-16",18.5,2.6,5,2.6,5,0,0,1.2,2.4,3.6,0.5,0.6,1.6,1.1,2.5,6.4,5.13,10.9,5.13,10.8,0,0.1,2.34,5.1,7.02,0.99,1.08,3.06,2.07,4.86,13.9,7.8,15,0.52,7.8,14.9,0.524,0,0.1,0,3.6,7,0.513,10.8,1.6,1.7,4.7,3.2,7.5,19.2,104.7,101.2,628,16.7,0.524,0.52,0.006,0.468,217,9.5,11.1,10.3,5,1.7,8.2,14.7,18.5,0.7,1,1.7,0.107,0,5.5,5.5,34,"http://www.sports-reference.com/cbb/schools/southern-california/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
"Chimezie Metu",20.1945205479452,"Forward","2016-17",31.1,5.6,10.2,5.5,10.1,0,0.1,3.2,4.4,7.6,1.3,0.8,1.6,2.2,2.5,14.4,6.48,13.1,6.39,13,0,0.1,3.69,5.6,8.82,1.53,0.99,1.8,2.61,2.88,18.5,10.2,18.5,0.547,10.1,18.4,0.548,0.1,0.1,0.5,5.8,8,0.721,13.8,2.4,1.5,2.9,4,4.6,26.1,110.9,101.7,963,21.2,0.585,0.549,0.006,0.43,413,6.9,19.9,13.6,8.5,1.5,5.1,15.3,23,2,1.4,3.4,0.141,0.5,3.2,3.6,31,"http://www.sports-reference.com/cbb/schools/southern-california/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
"Luke Kornet",21.1205479452055,"Forward-Center","2013-14",15.4,1.5,4.4,0.8,1.4,0.7,3,0.3,0.5,2.3,0.8,0.3,0.6,0.7,1.1,4,3.51,11.4,1.89,3.6,1.62,7.7,0.63,1.3,5.31,1.8,0.72,1.35,1.62,2.7,10.3,6.1,17.7,0.344,3.2,5.7,0.571,2.8,12,0.236,1.1,2,0.533,9.2,3.1,1.2,2.3,2.8,4.6,16,90.2,102.8,461,9.7,0.431,0.424,0.679,0.115,118,5.1,11.4,8.4,11,1.2,3.9,13.2,18.6,-0.1,0.7,0.6,0.052,-1.1,2.1,1,30,"http://www.sports-reference.com/cbb/schools/vanderbilt/2014.html","http://www.sports-reference.com/cbb/conferences/sec/2014.html",2014
"Luke Kornet",21.1205479452055,"Forward-Center","2014-15",21.6,3,6.1,1.6,2.5,1.4,3.6,1.2,1.6,3.4,1.1,0.2,1.1,1.2,1.9,8.7,5.04,11.3,2.7,4.7,2.34,6.6,1.98,2.9,5.67,1.8,0.36,1.8,1.98,3.15,16.1,8.8,17.8,0.495,4.7,7.4,0.629,4.2,10.4,0.4,3.5,4.6,0.764,10,3.1,0.6,3.2,3.4,5.6,25.3,118,102,756,19.5,0.633,0.612,0.584,0.257,267,5.7,13.2,9.8,10.9,0.6,5.5,14.6,20.4,1.9,1,2.9,0.155,5.5,1.7,7.2,35,"http://www.sports-reference.com/cbb/schools/vanderbilt/2015.html","http://www.sports-reference.com/cbb/conferences/sec/2015.html",2015
"Luke Kornet",21.1205479452055,"Forward-Center","2015-16",27.4,3.1,7.7,2.2,4.4,0.9,3.3,1.8,2.5,7.3,1.5,0.5,3,1.1,2.4,8.9,4.05,11.3,2.88,6.4,1.26,4.9,2.34,3.7,9.54,1.89,0.63,3.96,1.44,3.15,13,6.6,16.3,0.403,4.6,9.3,0.496,2,7,0.28,3.7,5.4,0.69,15.4,3.1,1.1,6.3,2.3,5.1,18.8,107.1,91.2,767,19.1,0.499,0.463,0.431,0.329,260,7.5,19.7,14.1,10.1,1.1,10.3,11,18.6,1.1,1.9,2.9,0.153,1.6,8.6,10.3,28,"http://www.sports-reference.com/cbb/schools/vanderbilt/2016.html","http://www.sports-reference.com/cbb/conferences/sec/2016.html",2016
"Luke Kornet",21.1205479452055,"Forward-Center","2016-17",31.2,4.3,10.3,2.7,5.6,1.6,4.7,3.5,4.1,6.2,1.2,0.5,2.1,1.4,2.4,13.8,4.95,13.2,3.06,7.1,1.89,6,4.05,5.2,7.11,1.35,0.63,2.34,1.53,2.79,17.6,8.2,19.6,0.42,5.1,10.6,0.48,3.1,9,0.349,6.6,7.8,0.85,11.7,2.3,1,3.9,2.6,4.5,26.2,115.3,100.7,968,21.1,0.563,0.5,0.458,0.398,407,6.6,15.9,11.5,8.5,1,6.9,10,23.1,2.4,1.5,3.9,0.162,3.8,4.5,8.4,31,"http://www.sports-reference.com/cbb/schools/vanderbilt/2017.html","http://www.sports-reference.com/cbb/conferences/sec/2017.html",2017
"Malcolm Hill",21.4027397260274,"Guard","2013-14",14.1,1.3,3.4,0.9,2.2,0.4,1.3,1.3,1.7,2.4,0.7,0.3,0.1,0.9,1,4.4,3.33,9.7,2.25,6.1,1.08,3.6,3.42,4.9,6.21,1.71,0.72,0.27,2.16,2.43,12.4,5.9,15.4,0.383,4,9.8,0.408,1.9,5.7,0.341,6.1,7.9,0.77,10.9,3,1.3,0.5,3.9,4.4,19.8,102.4,101.8,495,13.2,0.517,0.446,0.367,0.508,153,5,15.9,10.3,9.8,1.3,1,16.8,19.6,0.5,0.8,1.2,0.099,-0.1,1.8,1.7,35,"http://www.sports-reference.com/cbb/schools/illinois/2014.html","http://www.sports-reference.com/cbb/conferences/big-ten/2014.html",2014
"Malcolm Hill",21.4027397260274,"Guard","2014-15",30.6,4.7,10.7,3.5,7.4,1.3,3.3,3.7,4.7,4.8,1.3,0.8,0.2,1.5,2.1,14.4,5.58,13.9,4.05,9.7,1.53,4.3,4.32,6.1,5.67,1.53,0.99,0.27,1.71,2.43,18.8,9.5,21.4,0.443,6.9,14.9,0.467,2.6,6.6,0.389,7.4,9.4,0.781,9.7,2.7,1.7,0.4,3,4.1,28.9,115.7,101.1,1010,21.1,0.558,0.503,0.307,0.44,448,6.9,11.9,9.3,10,1.7,0.8,10.3,24.9,3,1.4,4.4,0.173,5.1,1.2,6.3,33,"http://www.sports-reference.com/cbb/schools/illinois/2015.html","http://www.sports-reference.com/cbb/conferences/big-ten/2015.html",2015
"Malcolm Hill",21.4027397260274,"Guard","2015-16",35.1,5.6,12.9,4.6,9.5,1.1,3.5,5.7,6.9,6.6,3.3,1.2,0.4,2.2,2.6,18.1,5.76,14.7,4.68,10.8,1.08,3.9,5.85,7.9,6.75,3.33,1.26,0.45,2.25,2.61,20.6,9.4,21.5,0.436,7.6,15.7,0.481,1.8,5.8,0.314,9.4,11.5,0.821,10.9,5.5,2.1,0.7,3.7,4.3,30,112.1,105.5,1195,22.5,0.557,0.478,0.268,0.534,617,4.2,18.5,11.1,20.5,2.1,1.4,12,27.7,3.2,1.3,4.5,0.152,4.6,2.3,6.8,34,"http://www.sports-reference.com/cbb/schools/illinois/2016.html","http://www.sports-reference.com/cbb/conferences/big-ten/2016.html",2016
"Malcolm Hill",21.4027397260274,"Guard","2016-17",33.4,5.4,12.5,3.7,7.5,1.7,5,4.6,5.8,5.4,3.1,1.2,0.4,2,2.1,17.2,5.85,14.9,3.96,9,1.89,6,4.95,7,5.85,3.33,1.26,0.36,2.16,2.34,20.6,9.4,21.7,0.435,6.5,13,0.496,3,8.6,0.344,8,10.2,0.79,9.4,5.4,2,0.6,3.4,3.7,29.8,116.2,101.2,1034,22.2,0.564,0.504,0.399,0.469,517,3.4,15.5,9.5,19.2,2,1.2,11.4,26.2,3.1,1.6,4.6,0.18,6,3.3,9.3,31,"http://www.sports-reference.com/cbb/schools/illinois/2017.html","http://www.sports-reference.com/cbb/conferences/big-ten/2017.html",2017
"Dillon Brooks",21.3560502283105,"Forward","2014-15",28.3,4.2,9.1,3.4,6.8,0.8,2.3,2.4,2.9,4.9,1.8,0.5,0.6,2,3.1,11.5,5.31,12.9,4.32,9.6,0.99,3.3,2.97,4,6.21,2.25,0.63,0.72,2.61,3.96,16.2,8.6,19,0.456,7,14.2,0.496,1.6,4.8,0.337,4.9,5.9,0.825,10.1,3.7,1,1.2,4.2,6.4,23.8,107.9,106.3,1020,16.5,0.546,0.498,0.252,0.313,413,7.4,12.1,9.9,12,1,2,16.2,22.6,2,0.9,2.9,0.113,2.3,0.6,2.9,36,"http://www.sports-reference.com/cbb/schools/oregon/2015.html","http://www.sports-reference.com/cbb/conferences/pac-12/2015.html",2015
"Dillon Brooks",21.3560502283105,"Forward","2015-16",32.8,6.1,12.9,4.8,9.2,1.3,3.7,3.3,4.1,5.4,3.1,1.1,0.4,2.3,2.9,16.7,6.66,15.8,5.31,11.2,1.35,4.6,3.6,5,5.94,3.42,1.17,0.45,2.61,3.24,20.4,10.6,22.7,0.47,8.4,16.1,0.523,2.2,6.5,0.338,5.8,7.1,0.806,9.5,5.5,1.8,0.7,4.1,5.2,29.3,116.1,102.6,1247,21.7,0.561,0.518,0.289,0.315,636,7.3,11.7,9.5,19.2,1.8,1.3,13.6,25.9,3.7,1.7,5.5,0.175,5.8,1.6,7.3,38,"http://www.sports-reference.com/cbb/schools/oregon/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
"Dillon Brooks",21.3560502283105,"Forward","2016-17",23.7,6,11.3,4.4,7.6,1.6,3.7,2.5,3.5,2.7,2.9,1.2,0.5,2.1,2.6,16,9.09,19.2,6.66,12.8,2.34,6.3,3.78,5.9,4.05,4.32,1.8,0.81,3.15,3.96,27,14.6,27.8,0.526,10.8,18.6,0.58,3.8,9.2,0.416,6.1,8.5,0.713,6.5,7,2.9,1.3,5.1,6.4,39.1,118.5,95.9,639,28,0.615,0.595,0.33,0.307,392,4.3,8.5,6.5,26.7,2.9,2.4,13.8,32.1,2.5,1.3,3.8,0.237,7.8,2.3,10.1,27,"http://www.sports-reference.com/cbb/schools/oregon/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
"DJ Hogg",20.2575342465753,"Forward","2015-16",18.2,2.2,5.7,0.9,2,1.2,3.8,0.6,0.9,2.9,0.9,0.5,0.1,0.6,1.2,6.2,4.32,12.6,1.89,4.3,2.43,8.3,1.17,2,5.67,1.89,1.08,0.27,1.26,2.34,13.7,7,18.3,0.382,3,6.3,0.479,4,12,0.331,1.9,2.9,0.647,9.2,3,1.7,0.4,2.1,3.8,19.9,108.1,98.1,673,13.4,0.504,0.491,0.656,0.16,212,4.5,12.6,8.6,9.6,1.7,0.9,9.5,18.4,0.9,1.2,2.1,0.127,2.9,2.8,5.8,37,"http://www.sports-reference.com/cbb/schools/texas-am/2016.html","http://www.sports-reference.com/cbb/conferences/sec/2016.html",2016
"DJ Hogg",20.2575342465753,"Forward","2016-17",29.6,4.4,11.1,2.4,5.6,2,5.5,1.1,2,5.1,3.4,1,1,2.7,2.1,12,5.4,15,2.97,7.6,2.43,7.4,1.35,2.7,6.21,4.14,1.17,1.17,3.24,2.52,16.1,8.9,22.3,0.398,4.8,11.3,0.427,4,11,0.367,2.3,4,0.568,10.2,6.9,1.9,1.9,5.4,4.2,24.1,99.7,101.9,652,15.9,0.496,0.488,0.492,0.18,262,5.2,13.7,9.6,22.7,1.9,3.5,18.2,24.8,0.6,0.9,1.6,0.097,1.8,2.9,4.7,22,"http://www.sports-reference.com/cbb/schools/texas-am/2017.html","http://www.sports-reference.com/cbb/conferences/sec/2017.html",2017
"Jordan Bell",22.3971461187215,"Forward","2014-15",23.7,2.4,4,2.4,4,0,0,0.3,0.6,6.1,1.3,0.8,2.7,1.1,2.7,5.1,3.6,6.7,3.6,6.7,0,0,0.45,1.1,9.27,2.07,1.17,4.05,1.62,4.14,8.5,5.9,9.8,0.597,5.9,9.8,0.597,0,0,NA,0.8,1.6,0.5,15.1,3.3,2,6.7,2.6,6.7,12.5,116,95.8,831,19.2,0.592,0.597,0,0.158,205,9.6,19.3,14.7,9.8,2,11.5,19.8,11.5,1.3,1.6,2.9,0.139,1.6,9.3,11,35,"http://www.sports-reference.com/cbb/schools/oregon/2015.html","http://www.sports-reference.com/cbb/conferences/pac-12/2015.html",2015
"Jordan Bell",22.3971461187215,"Forward","2015-16",20.5,2.9,5.1,2.9,5,0,0.1,0.9,1.7,5.3,1.2,1.1,1.7,1.6,2.5,6.8,5.13,9.9,5.13,9.8,0,0.1,1.62,3.4,9.27,2.16,1.89,2.97,2.79,4.41,13.2,8.2,14.3,0.576,8.2,14.1,0.583,0,0.2,0,2.5,4.9,0.519,14.7,3.4,3.1,4.7,4.5,7,19,104.8,91.9,636,20,0.572,0.576,0.013,0.342,215,8.6,20.7,14.8,11.1,3.1,8.6,21.4,18.1,0.8,1.5,2.3,0.143,1,8.4,9.4,31,"http://www.sports-reference.com/cbb/schools/oregon/2016.html","http://www.sports-reference.com/cbb/conferences/pac-12/2016.html",2016
"Jordan Bell",22.3971461187215,"Forward","2016-17",27.9,4.4,7,4.3,6.5,0.1,0.4,2,2.8,7.9,1.9,1.4,2.1,1.9,1.9,10.8,5.67,10,5.58,9.4,0.09,0.6,2.52,4,10.17,2.52,1.8,2.7,2.43,2.52,15.5,9.1,14.5,0.63,8.9,13.6,0.655,0.2,0.9,0.231,4.1,5.8,0.701,16.4,4,2.9,4.3,3.9,4,22.5,122.6,87.2,865,25.9,0.653,0.637,0.06,0.403,341,10.8,21.3,16.4,12.7,2.9,8,18.4,18.4,2.4,2.5,4.9,0.225,4.3,9.1,13.5,31,"http://www.sports-reference.com/cbb/schools/oregon/2017.html","http://www.sports-reference.com/cbb/conferences/pac-12/2017.html",2017
